AFV,Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race White,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
0,8,1,1,1,5,3,3,44,1,4,2,4,0,20,10856.3222125076,1,0,1,1,4,0,3,1,4,4,4,1,0,0,0,0,0
0,10,1,3,1,4,4,5,51,0,5,2,4,0,25,26718.6455458926,4,0,1,1,5,1,3,2,3,4,2,1,0,0,0,0,0
0,2,1,1,1,5,4,4,68,0,2,2,1,0,15,11114.0870042131,1,0,1,2,3,0,2,1,4,4,4,1,0,0,0,0,0
0,6,1,2,2,2,2,1,23,1,2,2,1,0,45,11848.8450938682,6,0,1,1,3,0,2,2,4,1,2,1,0,0,0,0,0
0,8,1,2,2,2,3,3,53,1,3,2,4,0,15,23892.2334622918,7,0,2,1,3,0,1,2,4,1,4,1,0,0,0,0,0
0,8,1,2,2,2,3,3,64,0,4,2,1,0,12,9300.0,7,0,1,1,7,0,2,2,4,4,4,1,0,0,0,0,0
0,9,1,4,1,5,4,3,48,0,2,2,4,0,55,31779.1763572158,3,0,2,1,0,0,2,3,2,3,4,1,0,0,0,0,0
0,9,1,4,1,6,2,2,39,0,5,2,4,0,30,1250.5686163075,2,2,1,1,14,0,3,2,1,1,4,0,0,0,0,0,1
0,7,2,1,1,7,3,3,39,1,4,2,2,0,45,8565.85479041149,1,0,1,1,5,0,3,1,3,3,3,1,0,0,0,0,0
0,8,1,2,1,4,4,4,59,1,4,2,2,0,30,13292.1080494998,2,0,2,2,3,0,2,2,4,4,4,1,0,0,0,0,0
0,5,2,3,1,6,4,4,52,1,3,2,2,0,75,3064.8930997061,3,0,1,1,1,0,2,3,3,3,2,1,0,0,0,0,0
0,10,1,3,1,6,4,3,59,0,2,2,1,0,7,17523.753769499,2,0,2,1,0,0,3,3,2,3,4,1,0,0,0,0,0
0,9,1,2,1,5,5,2,42,0,5,2,4,0,80,9875.42410980982,1,0,2,1,28,0,1,2,1,4,4,1,0,0,0,0,0
0,5,1,4,1,5,1,4,18,1,2,2,1,0,20,8097.29702867829,3,0,3,1,2,0,2,4,4,4,4,0,0,0,0,0,1
0,5,1,4,1,5,1,4,41,1,4,2,4,0,20,8664.18996943415,3,0,1,1,0,0,1,4,4,4,4,1,0,0,0,0,0
0,5,2,2,1,5,1,2,47,0,3,1,4,0,38,8110.51891347085,2,0,1,1,5,0,3,2,4,2,4,1,0,0,0,0,0
0,8,1,2,1,6,3,2,62,1,5,1,4,0,10,42.8483319002526,3,0,1,2,2,0,2,2,3,4,2,1,0,0,0,0,0
0,8,1,4,1,5,3,3,37,1,5,2,4,0,8,45288.7726902896,3,0,1,1,3,0,2,2,4,4,4,1,0,0,0,0,0
0,3,1,2,2,2,2,2,66,1,2,2,1,0,5,5504.21796474459,2,0,2,1,0,0,1,2,4,4,2,1,0,0,0,0,0
0,4,1,2,2,2,2,2,60,1,3,2,4,0,30,3368.39074359343,2,0,1,1,0,0,2,2,4,4,4,1,0,0,0,0,0
0,7,1,3,1,5,2,2,54,0,4,2,1,0,30,12214.0865877297,2,0,2,1,4,0,2,2,4,1,4,1,0,0,0,0,0
0,8,2,3,1,6,4,2,54,0,4,2,1,0,30,20379.9644879649,3,0,2,1,4,0,3,2,4,1,4,1,0,0,0,0,0
1,9,1,2,1,6,1,2,71,0,3,1,1,0,30,32763.9848539843,2,0,1,2,7,0,3,2,4,4,4,1,0,0,0,0,0
0,3,1,1,1,5,3,3,79,1,3,2,2,0,10,4162.36238717555,1,0,1,2,0,0,2,1,4,1,2,1,0,0,0,0,0
0,5,2,3,1,2,3,2,30,1,3,2,2,0,30,1852.55520082595,3,0,1,1,3,0,2,2,2,1,3,1,0,0,0,0,0
0,10,1,2,1,5,4,4,60,0,4,2,3,0,30,3906.37214851395,3,0,1,1,0,0,2,2,2,1,4,1,0,0,0,0,0
0,3,2,4,1,6,4,4,39,0,4,1,1,0,40,3824.70053496004,2,2,1,1,5,0,2,2,3,4,4,0,1,0,0,0,0
0,9,2,2,1,8,1,3,31,0,5,2,4,0,45,5966.69591434869,1,0,1,1,7,0,1,2,3,1,2,1,0,0,0,0,0
0,9,1,1,1,4,2,3,51,1,4,2,4,0,45,15061.6638821407,1,0,1,1,4,0,3,1,4,4,2,1,0,0,0,0,0
0,9,1,2,1,6,2,3,26,1,4,2,1,0,20,66592.048490443,2,0,1,1,4,0,3,2,2,4,4,1,0,0,0,0,0
0,10,1,5,2,2,4,2,49,0,4,2,4,0,25,8864.39685593897,2,0,2,1,5,0,3,2,4,1,4,1,0,0,0,0,0
0,5,2,1,1,6,4,2,52,1,5,2,2,0,10,5864.48785810194,1,0,1,1,2,0,1,1,4,1,4,1,0,0,0,0,0
0,6,1,3,1,6,3,5,30,0,4,2,4,0,9,4609.60406931467,2,1,2,1,3,0,3,2,3,3,3,1,0,0,0,0,0
0,9,1,1,1,5,1,2,39,1,5,2,4,0,30,16893.9033465569,1,0,1,1,2,0,3,1,3,3,3,0,0,1,0,0,0
0,6,1,1,1,6,2,3,29,1,5,2,4,0,45,5806.7669593223,1,0,1,1,7,0,2,1,1,1,2,0,0,1,0,0,0
0,4,2,7,1,5,1,2,35,1,2,2,4,0,5,28966.4319312218,1,0,1,1,0,0,3,4,1,4,4,0,1,0,0,0,0
0,5,1,1,1,3,1,3,53,1,3,2,2,0,5,4745.30531845182,1,0,1,1,3,0,2,1,4,4,2,1,0,0,0,0,0
0,6,1,3,2,2,4,2,54,1,3,2,4,0,25,10670.8313877085,4,0,1,1,0,0,2,3,4,3,4,1,0,0,0,0,0
0,7,1,4,1,5,3,3,36,1,5,2,4,0,25,15399.5362946846,2,1,1,1,30,0,3,2,4,1,4,1,0,0,0,0,0
0,4,1,1,1,5,5,2,47,1,3,2,4,0,30,7057.31295958192,1,0,1,2,2,0,2,1,4,3,4,0,0,0,1,0,0
0,8,2,3,1,4,1,3,23,1,3,2,1,0,30,10211.9540946222,2,0,3,2,0,0,1,2,4,1,4,0,1,0,0,0,0
0,8,2,3,1,4,1,3,46,1,5,2,4,0,22,18653.8917308459,2,0,1,1,0,0,1,2,4,1,4,0,1,0,0,0,0
0,11,1,5,2,4,3,3,40,0,4,2,4,0,50,8622.25829080105,2,1,1,1,14,0,2,3,2,1,4,1,0,0,0,0,0
0,9,1,2,1,3,5,5,33,1,4,2,4,0,18,934.11556339644,3,0,1,1,1,0,3,2,4,3,4,1,0,0,0,0,0
0,7,1,2,2,2,4,4,34,1,3,1,1,0,2,26133.2701359021,2,0,2,2,5,3,2,2,3,4,4,1,0,0,0,0,0
0,10,1,1,1,6,5,3,53,0,4,2,3,0,50,21455.4337249409,2,0,1,1,2,0,3,1,4,4,4,1,0,0,0,0,0
0,10,2,2,1,5,5,4,46,0,3,2,4,0,30,43792.2879684145,2,0,1,1,0,7,3,2,2,2,4,1,0,0,0,0,0
0,6,2,1,1,7,2,3,68,1,2,2,4,0,7,1291.60410069666,1,0,1,1,3,0,2,1,2,3,4,1,0,0,0,0,0
0,8,1,2,1,6,2,3,68,0,5,2,4,0,20,11203.4175573866,2,0,1,2,2,1,2,1,3,3,3,1,0,0,0,0,0
0,9,1,2,2,2,5,1,46,1,4,2,4,0,20,21586.1416397231,2,0,1,1,5,0,2,2,1,3,2,1,0,0,0,0,0
0,7,2,3,1,4,4,3,40,1,5,2,4,0,20,30351.2153964697,3,1,1,1,2,0,2,2,3,3,1,1,0,0,0,0,0
0,5,1,1,1,2,2,3,60,1,4,2,1,0,20,3777.86784988763,3,0,1,1,7,0,3,1,4,1,2,1,0,0,0,0,0
0,9,1,4,1,5,3,4,34,1,4,2,4,0,15,13182.6055573314,3,0,1,1,1,0,2,2,3,1,3,1,0,0,0,0,0
0,5,2,2,1,6,2,2,37,0,4,2,4,0,105,4808.75143007835,2,0,2,1,3,0,3,2,4,3,3,1,0,0,0,0,0
0,6,1,2,1,4,1,2,44,1,4,1,4,0,15,14587.4624938281,2,0,1,1,3,0,2,2,2,3,4,0,0,0,0,0,1
0,10,1,2,2,2,3,3,61,0,3,2,4,0,35,19936.8291815677,3,0,1,1,8,0,2,2,4,1,4,1,0,0,0,0,0
0,4,2,3,1,4,1,2,43,1,3,2,2,0,10,34510.1484791187,2,0,1,1,5,0,2,3,2,1,2,0,1,0,0,0,0
0,6,1,2,2,1,2,3,64,1,2,2,2,0,10,4922.73797919406,2,0,2,2,0,4,2,2,4,4,4,1,0,0,0,0,0
0,5,2,1,1,7,3,3,29,1,4,2,2,0,15,16800.0222843854,1,0,1,1,2,0,2,1,3,4,4,1,0,0,0,0,0
0,8,2,4,1,6,4,2,34,1,3,2,1,0,20,21177.9578116433,2,2,2,2,7,0,3,2,1,3,3,1,0,0,0,0,0
0,8,2,4,1,6,4,2,37,0,4,2,4,0,55,15770.0911140634,2,2,1,1,4,0,2,2,1,2,3,1,0,0,0,0,0
0,6,2,1,1,7,1,2,43,1,3,2,1,0,10,11000.0,2,0,1,1,6,0,2,1,4,4,4,0,0,1,0,0,0
1,9,2,2,1,6,2,2,28,0,5,2,4,0,75,3220.00662447327,2,0,1,1,15,2,2,2,2,4,4,1,0,0,0,0,0
0,9,2,2,1,6,2,2,27,0,5,2,4,0,20,1106.26751037468,2,0,2,2,0,0,3,2,4,4,4,1,0,0,0,0,0
0,7,1,5,1,6,1,1,39,1,4,2,4,0,10,14010.9954595004,2,0,1,1,3,0,2,2,1,1,4,1,0,0,0,0,0
0,7,1,3,1,2,2,4,48,0,3,2,4,0,25,30254.5021901472,7,0,1,1,7,0,3,3,4,3,4,0,0,0,0,0,1
0,8,1,4,1,2,3,3,35,1,4,2,4,0,30,17048.6698024447,3,0,1,2,3,0,2,2,4,1,4,1,0,0,0,0,0
0,7,1,2,2,1,4,2,59,1,2,2,2,0,17,10789.2536463162,3,0,1,1,2,0,2,2,4,1,4,1,0,0,0,0,0
0,7,1,3,2,2,3,3,59,1,4,2,4,0,75,36000.0,3,0,1,1,5,2,3,3,4,4,4,1,0,0,0,0,0
0,5,1,1,1,7,3,3,65,1,4,2,2,0,20,16467.4198062387,1,0,1,1,7,2,2,1,4,4,4,1,0,0,0,0,0
0,8,1,3,1,7,3,4,34,1,4,2,4,0,10,11789.5817080486,5,0,1,2,0,0,3,2,4,1,4,1,0,0,0,0,0
0,7,1,1,1,2,4,4,49,0,4,2,1,0,25,10442.7214210366,1,0,1,1,2,0,2,1,4,2,4,1,0,0,0,0,0
0,8,1,2,2,2,4,4,35,0,4,1,4,0,26,17200.5384177196,2,0,2,1,50,0,2,2,2,1,4,1,0,0,0,0,0
0,7,1,3,2,1,4,3,23,0,4,2,1,0,60,32156.6790023124,3,0,1,1,0,0,2,3,4,1,2,1,0,0,0,0,0
0,6,1,2,2,4,2,2,50,0,4,2,3,0,33,29739.2150283522,3,0,1,1,5,0,2,2,1,2,4,1,0,0,0,0,0
1,8,2,4,1,6,3,2,32,0,4,2,4,0,20,7200.0,2,2,1,1,3,0,2,2,2,1,4,1,0,0,0,0,0
0,8,1,4,1,5,2,2,40,0,3,1,1,1,55,19537.7896829202,3,0,2,1,0,0,3,4,4,2,4,1,0,0,0,0,0
0,6,1,2,1,4,4,2,32,0,5,2,4,0,20,13319.46256484,2,0,1,1,9,0,3,2,1,4,4,0,0,1,0,0,0
0,11,1,4,2,1,3,3,45,0,3,2,4,0,25,21984.9680089545,4,0,2,1,2,0,3,2,2,3,4,1,0,0,0,0,0
0,5,2,2,1,6,1,1,27,0,4,2,3,0,18,13837.5135227704,2,0,1,1,7,0,1,2,4,1,4,1,0,0,0,0,0
0,8,1,3,1,6,1,3,56,0,5,2,4,0,40,12570.7824597453,2,0,2,1,2,0,1,2,4,1,4,0,0,1,0,0,0
0,10,1,1,1,4,5,4,59,0,5,2,4,0,10,9160.89975562209,2,0,1,1,0,0,3,1,2,3,3,1,0,0,0,0,0
0,11,1,2,1,2,5,3,52,0,5,2,4,0,5,9495.58265398095,2,0,2,1,0,0,2,2,2,1,3,1,0,0,0,0,0
0,6,1,4,2,1,5,2,47,1,3,2,4,0,20,13955.1725205129,4,0,1,1,50,0,3,3,4,1,4,1,0,0,0,0,0
0,5,1,5,2,2,1,1,32,1,3,2,4,0,20,18849.8977891886,2,1,2,1,7,0,2,2,4,4,4,1,0,0,0,0,0
0,9,2,3,1,5,3,3,40,0,3,2,4,0,45,9725.84790117264,2,0,2,1,0,0,1,2,4,4,4,1,0,0,0,0,0
0,5,1,3,1,6,4,3,27,0,5,2,4,0,8,6428.34702619313,3,0,1,1,14,0,2,3,3,3,1,1,0,0,0,0,0
0,7,2,4,1,6,4,2,33,1,5,2,4,0,50,10443.7588699313,4,2,1,1,5,0,1,2,4,4,4,1,0,0,0,0,0
0,7,2,4,2,2,2,1,24,1,3,2,4,0,50,19069.9873074966,4,0,3,2,0,0,1,4,4,3,4,1,0,0,0,0,0
0,7,2,4,2,2,2,1,50,1,4,2,4,0,45,15689.3802913982,4,0,1,2,4,0,2,4,4,3,4,1,0,0,0,0,0
0,7,2,2,1,6,1,2,67,0,2,2,3,0,30,8391.94318523697,2,0,2,2,14,0,3,2,1,3,4,1,0,0,0,0,0
0,8,1,4,1,7,2,2,48,1,2,2,1,0,80,2394.96740333905,2,0,1,2,70,0,2,3,1,1,2,1,0,0,0,0,0
0,9,1,5,1,4,2,3,47,0,4,2,4,0,75,27941.4083556149,3,0,2,1,5,0,2,2,4,1,4,1,0,0,0,0,0
0,7,1,1,1,7,5,5,52,0,3,1,4,0,25,7332.9163675088,2,0,1,1,3,0,3,1,1,4,4,1,0,0,0,0,0
0,6,1,2,2,3,2,3,62,0,3,2,1,0,30,3561.50717518499,3,0,1,2,2,0,2,2,4,2,4,0,1,0,0,0,0
0,9,1,4,1,6,4,4,39,0,4,2,4,0,16,4485.32701910746,2,1,1,1,0,0,2,2,3,3,3,1,0,0,0,0,0
0,7,1,3,2,2,1,1,50,0,2,2,3,0,20,22964.9306129743,3,0,2,1,5,0,3,3,4,1,4,1,0,0,0,0,0
0,8,1,2,2,1,3,3,30,1,5,2,4,0,15,16193.9656813792,2,0,1,1,1,0,2,2,4,1,4,1,0,0,0,0,0
0,8,1,2,2,1,3,3,31,0,4,2,4,0,25,16079.4115377997,2,0,2,1,0,0,2,2,4,1,4,1,0,0,0,0,0
0,6,2,3,1,4,2,3,26,0,2,2,4,0,20,6472.86778439656,3,1,2,1,7,0,3,2,4,4,4,1,0,0,0,0,0
0,8,1,1,1,2,2,2,40,0,5,2,4,0,10,4336.54309174143,1,0,1,1,3,0,2,1,4,4,4,1,0,0,0,0,0
0,9,1,4,1,6,5,4,33,0,4,2,4,0,65,7689.9777596174,2,2,2,1,0,0,1,2,4,4,4,1,0,0,0,0,0
0,5,1,1,1,2,3,3,74,1,3,2,4,0,15,13030.0494309116,1,0,1,2,3,0,2,1,4,4,4,1,0,0,0,0,0
0,11,1,2,1,5,5,3,47,1,4,2,4,0,5,2073.45997405596,3,0,1,1,5,0,3,2,4,1,4,0,0,1,0,0,0
0,5,1,1,1,2,1,2,35,1,4,2,1,0,10,7882.78827744814,2,0,1,1,17,0,2,1,1,1,4,1,0,0,0,0,0
0,6,1,3,1,2,1,1,61,0,4,2,4,0,40,16315.6201320904,3,0,4,1,21,0,3,3,4,4,4,1,0,0,0,0,0
0,8,1,3,1,5,5,5,63,0,3,2,4,0,40,11089.660492956,4,0,1,1,0,0,2,3,2,4,3,1,0,0,0,0,0
0,5,2,2,2,2,1,4,23,1,4,2,4,0,35,18317.9129710606,2,0,1,1,0,0,2,2,4,1,4,1,0,0,0,0,0
0,10,1,4,1,4,2,3,52,0,4,2,4,0,50,22262.7649783531,4,0,2,1,0,0,3,4,2,1,4,0,1,0,0,0,0
0,9,1,3,2,1,4,4,50,1,4,2,4,0,20,19779.619102627,6,0,1,1,3,0,2,3,4,1,3,1,0,0,0,0,0
0,7,1,3,1,6,3,3,36,1,5,1,4,0,6,10573.0055644927,3,1,2,1,10,0,2,2,1,1,3,1,0,0,0,0,0
0,5,2,2,1,6,1,2,43,0,3,2,4,0,15,1700.0,4,0,1,1,4,0,2,2,3,4,3,1,0,0,0,0,0
0,8,1,2,1,7,4,2,44,0,4,2,4,0,20,13350.0769748556,2,0,1,1,5,2,3,2,3,3,1,1,0,0,0,0,0
0,7,1,2,1,2,2,3,56,1,5,2,1,0,15,11427.921817097,5,0,1,2,3,0,2,2,2,3,2,1,0,0,0,0,0
0,7,2,2,1,8,4,4,32,1,4,2,1,0,10,23126.6373452595,1,1,1,1,5,0,2,1,3,1,4,0,0,1,0,0,0
0,4,2,3,1,6,4,4,35,0,4,2,1,0,12,6739.38083804182,2,1,1,1,3,0,2,2,1,1,2,1,0,0,0,0,0
0,6,2,1,1,6,3,4,33,1,5,1,1,0,30,10755.1468046289,1,0,1,1,3,0,2,1,2,1,3,1,0,0,0,0,0
0,10,1,2,1,6,5,3,37,1,4,2,4,0,20,20100.2527771139,2,0,1,1,6,0,2,2,3,3,3,1,0,0,0,0,0
0,10,2,4,1,6,4,4,51,1,5,2,4,0,10,21442.74470061,4,0,1,1,6,0,3,4,1,1,3,1,0,0,0,0,0
0,7,1,2,1,6,4,4,55,1,5,2,4,0,20,200000.0,4,0,2,1,0,0,2,2,1,4,1,0,1,0,0,0,0
0,7,1,3,1,5,2,2,58,1,4,2,2,0,15,10275.1967305452,1,0,1,1,3,0,2,3,4,1,2,0,0,0,1,0,0
0,6,2,2,1,8,4,3,59,0,4,2,4,0,10,8209.14139397779,1,0,1,1,28,1,3,2,3,4,3,1,0,0,0,0,0
0,9,1,3,1,6,4,1,27,1,5,2,4,0,40,12252.4019265866,3,0,3,1,0,0,2,3,2,3,4,1,0,0,0,0,0
0,10,1,2,2,1,1,2,32,1,4,2,4,0,20,28145.1529792303,4,0,1,1,6,0,3,2,1,1,4,1,0,0,0,0,0
0,6,1,1,1,6,2,3,59,1,3,2,2,0,45,7438.24526753739,1,0,1,1,2,0,1,1,2,4,4,1,0,0,0,0,0
0,8,1,2,1,6,2,3,49,1,3,2,2,0,25,14523.9650143687,3,0,1,1,4,0,2,2,4,4,4,1,0,0,0,0,0
0,5,1,2,1,6,4,3,38,1,3,2,2,0,15,23926.691997872,1,1,1,1,0,0,2,1,4,1,4,0,1,0,0,0,0
0,7,2,1,1,5,5,5,37,0,4,2,4,0,15,12000.0,1,0,1,1,5,0,3,1,4,3,4,1,0,0,0,0,0
0,5,2,9,1,5,1,2,61,0,3,2,2,0,10,10671.666570942,4,1,1,1,7,0,2,5,1,4,3,0,1,0,0,0,0
1,11,1,2,1,5,5,3,65,0,5,2,4,1,25,12632.7040347307,2,0,1,1,7,0,3,2,3,1,4,1,0,0,0,0,0
0,11,1,2,1,5,1,3,60,1,4,2,4,0,20,16519.1376057706,2,0,2,1,3,2,3,2,1,1,4,1,0,0,0,0,0
1,9,1,1,1,7,2,3,68,0,5,2,4,0,35,2684.71233970576,1,0,1,1,5,0,2,1,4,1,2,0,0,1,0,0,0
0,7,2,2,1,6,2,4,41,1,4,2,4,0,15,2034.38652965554,2,0,1,1,4,0,2,2,3,1,3,1,0,0,0,0,0
0,7,2,2,1,6,2,4,32,1,4,2,4,0,18,11565.5055068684,2,0,5,1,5,0,3,2,3,1,3,1,0,0,0,0,0
0,8,1,2,1,4,4,2,53,0,3,2,3,0,14,19248.0475353895,2,0,1,2,10,0,2,2,2,1,3,1,0,0,0,0,0
0,8,1,2,1,5,2,2,36,0,5,2,4,0,30,2933.416826419,1,0,1,1,7,3,3,2,3,1,1,1,0,0,0,0,0
0,4,1,3,2,1,4,4,57,1,4,2,2,0,12,15719.5752450682,1,0,1,1,0,0,2,1,4,4,4,0,1,0,0,0,0
0,4,2,2,2,1,4,4,44,1,3,2,2,0,25,18158.1451364337,1,0,1,1,15,0,1,2,4,3,4,1,0,0,0,0,0
0,6,1,1,2,1,4,4,64,1,3,1,2,0,8,5204.63515965898,1,0,1,1,0,0,2,1,4,2,4,1,0,0,0,0,0
0,10,1,2,1,6,4,4,57,0,4,2,4,0,25,8591.40311885363,2,0,1,1,0,0,2,2,4,4,4,1,0,0,0,0,0
0,10,2,1,1,6,5,5,57,0,5,2,4,0,20,7582.60159374921,2,0,1,1,15,0,3,1,1,1,4,1,0,0,0,0,0
1,11,1,4,1,6,5,5,40,0,4,2,1,0,20,22627.932948147,2,0,1,1,1,0,3,2,2,4,1,0,0,1,0,0,0
0,8,1,2,1,3,3,3,59,0,4,2,4,0,25,3642.59512438397,2,0,1,1,0,0,2,2,1,4,4,1,0,0,0,0,0
0,10,1,4,1,5,5,3,61,1,5,2,4,0,20,9967.2,4,0,2,1,0,0,2,4,4,1,4,1,0,0,0,0,0
0,10,1,3,1,6,2,3,54,1,3,2,3,0,15,11323.0934217144,2,0,1,1,6,0,2,3,4,2,1,1,0,0,0,0,0
0,6,1,1,1,3,4,2,65,1,3,2,2,0,25,510.770860146129,1,0,1,2,4,0,1,1,4,1,4,1,0,0,0,0,0
0,3,1,1,1,2,2,3,60,1,4,2,2,0,10,7223.96076733661,1,0,1,1,2,0,2,1,4,1,3,1,0,0,0,0,0
0,2,1,1,1,5,4,4,53,1,4,2,2,0,60,7785.54562159618,1,0,1,2,0,0,1,1,4,4,4,1,0,0,0,0,0
0,10,1,4,2,2,2,2,52,1,4,2,4,0,15,13892.8515002819,3,1,2,2,7,0,2,2,4,1,4,1,0,0,0,0,0
0,7,1,5,1,5,3,4,46,0,5,2,4,0,25,15336.019524083,3,0,1,1,0,0,3,4,4,1,4,1,0,0,0,0,0
0,5,1,4,2,2,4,4,21,0,2,2,3,0,30,5000.0,6,0,3,1,0,0,3,4,4,1,4,1,0,0,0,0,0
0,11,1,2,1,6,5,1,60,0,5,2,4,0,50,3539.72669252387,3,0,2,1,1,0,3,2,2,4,4,1,0,0,0,0,0
0,6,1,2,2,1,1,1,68,1,3,2,1,0,40,8744.9722809527,4,0,1,1,7,0,3,2,4,4,4,1,0,0,0,0,0
0,7,1,2,2,2,3,4,56,1,3,2,4,0,12,16922.1660964743,5,0,1,1,4,0,2,2,4,1,4,1,0,0,0,0,0
0,11,1,2,1,2,4,4,47,1,4,2,4,0,15,7468.17530858922,2,0,2,1,7,0,2,2,2,1,4,1,0,0,0,0,0
0,7,1,3,1,6,4,3,48,1,5,2,4,0,15,15946.3765310601,3,0,1,1,2,0,2,3,3,3,2,1,0,0,0,0,0
0,7,1,3,1,6,4,3,50,0,2,2,3,0,10,17405.1702734766,3,0,2,1,0,0,1,3,4,4,4,1,0,0,0,0,0
0,10,1,2,1,6,4,2,56,1,5,2,2,0,15,11274.7887248369,3,0,1,1,0,0,2,2,3,3,3,1,0,0,0,0,0
0,4,2,2,1,5,2,3,55,1,3,2,4,0,10,8822.13813206728,1,0,1,1,0,0,2,1,4,1,2,0,1,0,0,0,0
0,7,1,2,1,5,1,2,45,0,3,2,4,0,20,16969.8114739749,1,0,1,1,3,0,2,2,3,3,4,1,0,0,0,0,0
0,8,1,2,2,1,4,3,38,0,4,2,4,0,55,28885.4918174848,3,0,1,1,0,0,2,2,2,2,4,1,0,0,0,0,0
0,9,1,3,1,4,2,2,50,0,3,2,4,0,30,4173.54620799033,4,0,2,1,7,1,3,2,4,2,4,1,0,0,0,0,0
1,9,1,2,2,1,3,3,61,1,4,2,4,0,45,17608.5021439594,2,0,2,2,5,0,3,2,4,1,4,1,0,0,0,0,0
0,9,1,2,2,1,3,3,67,0,4,2,4,0,10,7137.98277364906,2,0,1,1,1,0,2,2,2,1,4,1,0,0,0,0,0
0,6,2,2,1,5,4,4,68,0,3,2,2,0,30,6361.81947943317,3,0,1,1,3,0,2,2,4,1,4,1,0,0,0,0,0
0,7,1,3,1,4,2,2,61,0,2,1,1,0,45,49787.472360461,3,0,1,1,0,0,1,2,4,4,2,1,0,0,0,0,0
0,9,1,4,1,6,1,1,33,1,5,2,4,0,6,128899.530960527,2,2,1,1,0,0,2,2,4,4,4,0,1,0,0,0,0
0,9,1,4,1,6,1,1,32,0,4,2,4,0,45,4181.96981549446,2,2,2,1,0,0,2,2,4,4,4,0,1,0,0,0,0
0,7,1,4,1,5,3,4,22,1,4,1,2,0,15,19680.7560228408,4,0,3,2,2,0,1,4,4,1,3,1,0,0,0,0,0
0,10,1,2,1,6,2,3,56,1,4,2,4,0,30,4011.5465434745,3,0,1,1,2,0,2,2,2,1,4,1,0,0,0,0,0
0,8,2,2,1,8,2,3,34,1,4,1,4,0,80,19833.9322727106,1,1,1,1,6,0,3,1,3,3,2,0,0,0,0,0,1
0,7,2,2,1,3,2,2,29,0,3,2,4,0,20,26094.802114623,2,0,1,1,15,0,3,2,4,4,2,1,0,0,0,0,0
0,8,1,2,1,2,4,4,57,1,2,2,1,0,40,16204.5440075215,3,0,1,1,4,0,2,2,2,3,4,1,0,0,0,0,0
0,4,2,3,1,7,2,2,27,0,3,2,3,0,13,10966.1478389829,2,0,3,1,4,0,3,3,3,1,4,0,0,0,0,0,1
0,11,1,2,1,5,4,3,64,0,4,2,1,0,25,6384.0,2,0,1,1,7,0,2,2,2,2,4,1,0,0,0,0,0
0,5,2,1,1,5,2,1,31,1,4,2,4,0,25,15807.0,1,0,1,1,7,0,2,1,3,4,2,1,0,0,0,0,0
0,7,1,3,1,5,2,2,74,0,5,2,4,0,10,10.0,6,0,1,1,16,0,3,3,1,4,4,1,0,0,0,0,0
0,6,1,2,1,6,1,1,52,1,2,2,4,0,20,8616.84233314098,3,0,2,1,0,0,3,2,2,3,3,1,0,0,0,0,0
0,9,2,2,1,6,4,4,44,1,4,2,4,0,20,7398.6733901432,2,0,2,1,7,0,2,2,3,3,2,1,0,0,0,0,0
0,4,1,1,2,2,1,3,63,0,3,2,4,0,20,10435.1289326443,1,0,1,2,7,0,2,1,4,3,1,1,0,0,0,0,0
0,11,1,3,1,5,5,5,37,0,4,2,4,0,23,11618.9374558825,3,1,2,2,0,0,3,2,3,3,4,1,0,0,0,0,0
0,8,1,3,1,3,2,2,31,1,5,2,4,0,20,24195.4421095022,2,1,1,1,4,0,2,2,3,1,3,0,0,1,0,0,0
0,11,1,2,1,7,3,3,68,1,5,2,4,0,30,3004.63173634357,4,0,2,1,24,0,3,2,3,1,2,1,0,0,0,0,0
0,8,1,3,1,3,3,3,44,0,3,2,4,0,25,31032.4336798273,5,0,2,1,2,3,3,2,4,1,3,1,0,0,0,0,0
0,4,2,2,1,5,3,3,29,1,4,2,4,0,30,17563.2569846039,2,0,1,1,0,0,2,2,2,1,2,1,0,0,0,0,0
0,10,1,2,1,4,2,2,62,0,3,2,4,0,7,13967.2085632315,3,0,1,1,2,0,2,2,2,1,4,1,0,0,0,0,0
0,10,1,2,1,5,4,4,37,1,5,2,2,0,30,6047.65964541531,2,0,1,1,3,0,2,2,4,3,4,1,0,0,0,0,0
0,9,1,2,1,6,3,4,63,0,5,2,4,0,25,15673.9796447433,2,0,1,1,14,0,2,2,1,2,2,1,0,0,0,0,0
0,8,1,4,2,1,4,2,32,1,4,2,1,0,30,5356.04148753157,3,2,1,1,0,0,3,2,4,3,4,1,0,0,0,0,0
0,9,1,2,1,4,3,3,67,0,5,2,4,0,40,4805.61016244446,3,0,1,1,0,0,2,2,2,4,4,0,0,1,0,0,0
0,8,1,3,2,3,5,3,32,1,5,2,4,0,15,6909.52777850334,2,1,1,1,18,0,2,2,2,3,2,1,0,0,0,0,0
