AFV,Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race White,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
0,6,1,2,1,5,1,2,59,0,2,2,4,0,15,10509.8498128416,2,0,1,1,3,0,3,2,4,4,4,1,0,0,0,0,0
0,6,1,2,2,3,3,3,76,0,5,2,4,0,30,12860.630878367,2,0,1,2,2,1,2,2,4,3,3,1,0,0,0,0,0
0,10,1,4,1,7,3,3,49,1,4,2,4,0,20,6995.84333128169,4,0,2,1,1,0,2,2,4,4,4,0,0,1,0,0,0
0,5,1,3,1,6,4,3,55,1,3,2,4,0,7,25080.3122207031,1,0,1,1,3,1,2,1,4,4,1,1,0,0,0,0,0
0,9,1,4,1,6,5,3,46,1,4,2,1,0,20,15297.9768587401,2,0,1,2,2,0,1,2,4,1,4,1,0,0,0,0,0
0,10,1,5,1,5,1,4,43,1,5,2,4,0,10,7434.04564254634,2,0,1,1,7,0,2,2,3,3,3,1,0,0,0,0,0
0,8,1,2,2,1,4,4,59,1,5,2,4,0,47,13345.9567128794,4,0,1,1,12,0,2,2,4,1,4,1,0,0,0,0,0
0,9,1,1,1,5,5,5,55,0,4,2,4,0,60,21621.0214283577,1,0,1,1,7,1,2,1,3,1,4,1,0,0,0,0,0
0,6,1,3,1,5,2,3,62,0,3,2,4,0,15,10661.1871238943,3,0,1,1,28,0,3,3,4,1,2,1,0,0,0,0,0
0,6,1,1,2,1,4,4,66,1,3,2,4,0,8,12229.5110452188,2,0,1,2,2,0,2,1,4,1,4,1,0,0,0,0,0
0,5,1,2,1,5,2,3,55,0,4,2,4,0,20,12621.8353559588,1,0,1,1,2,0,2,2,1,2,2,1,0,0,0,0,0
0,5,2,2,1,4,1,3,28,1,4,1,4,0,20,19502.1208845913,2,0,2,1,10,0,2,2,2,1,4,1,0,0,0,0,0
0,7,1,1,1,2,2,4,49,1,4,2,4,0,25,14914.7832817964,2,0,1,1,6,0,2,1,1,3,4,0,1,0,0,0,0
0,10,1,5,1,2,2,3,44,1,5,2,4,0,35,25171.2894929406,4,0,1,1,3,0,3,2,1,4,4,1,0,0,0,0,0
0,9,2,2,1,8,3,2,53,0,4,2,4,0,15,11343.539637554,1,0,1,1,10,0,1,2,3,3,2,1,0,0,0,0,0
0,3,1,2,1,5,4,4,51,0,4,2,4,0,220,21285.3891714628,1,0,1,1,5,0,2,2,4,4,2,0,1,0,0,0,0
0,11,2,2,1,6,5,5,61,1,4,2,4,0,10,6157.65518079204,2,0,1,1,2,0,3,2,4,1,4,1,0,0,0,0,0
0,7,1,3,1,5,2,4,53,0,2,2,4,0,30,146538.66712945,3,0,2,1,6,1,3,3,4,1,2,1,0,0,0,0,0
0,11,1,4,1,5,2,2,20,0,3,2,4,0,15,34323.1763692018,4,0,3,1,21,0,3,3,4,3,4,1,0,0,0,0,0
0,11,1,2,1,5,4,4,50,1,5,2,4,0,45,19621.2086962087,2,0,1,1,6,0,3,2,4,4,4,1,0,0,0,0,0
0,8,1,3,1,2,4,3,58,1,1,2,2,0,8,7094.31229965262,3,0,1,1,0,0,2,2,4,1,2,1,0,0,0,0,0
0,6,2,1,1,6,1,1,54,1,2,2,3,0,20,9851.0,2,0,1,1,3,1,3,1,1,1,3,1,0,0,0,0,0
0,11,1,2,1,4,5,5,66,0,3,1,4,0,15,16789.3924744558,2,0,1,2,7,1,3,2,2,3,2,1,0,0,0,0,0
0,8,1,6,2,2,3,3,29,0,5,2,4,0,15,200000.0,2,3,1,1,0,0,3,2,2,3,4,1,0,0,0,0,0
0,9,1,2,1,6,2,1,49,1,5,2,4,0,35,12743.2579038342,2,0,1,1,4,0,2,2,3,4,3,1,0,0,0,0,0
0,10,1,3,1,3,2,2,54,0,3,2,4,0,15,44907.3267209298,5,0,2,1,2,1,2,3,2,3,3,1,0,0,0,0,0
0,5,2,1,1,5,2,4,36,1,3,1,4,0,15,15477.1514362735,1,0,1,1,2,0,3,1,2,2,4,0,1,0,0,0,0
0,8,1,3,2,3,2,2,57,1,5,2,4,0,45,53623.0858390005,2,0,1,1,4,0,1,2,4,1,4,1,0,0,0,0,0
0,7,2,1,1,6,3,3,44,1,4,2,2,0,35,4129.48271226981,1,0,1,1,4,0,2,1,2,4,4,1,0,0,0,0,0
0,8,2,1,1,8,5,2,45,1,3,1,4,0,12,15478.9846433893,1,0,1,1,6,0,3,1,3,4,1,0,0,0,0,0,1
0,4,2,3,1,5,1,2,46,1,3,2,4,0,20,27136.5358627958,1,0,1,1,5,0,2,2,4,3,4,0,1,0,0,0,0
0,7,1,2,1,6,1,2,74,0,2,2,3,0,30,9355.25778045084,2,0,1,2,7,0,2,2,4,4,4,1,0,0,0,0,0
0,6,1,2,2,1,2,2,53,0,3,2,3,0,45,3733.0,7,0,2,1,7,0,2,2,4,1,2,1,0,0,0,0,0
0,7,1,1,1,5,2,2,33,1,5,2,4,0,12,26657.6855656191,1,0,1,1,0,0,3,1,4,4,1,0,0,1,0,0,0
0,7,1,2,1,4,4,4,36,0,4,2,4,0,35,11772.4116008439,2,0,2,1,3,0,2,2,2,3,4,1,0,0,0,0,0
0,11,1,4,1,5,3,2,41,0,5,2,4,0,30,250.098411314096,4,0,1,1,10,0,2,2,2,3,3,1,0,0,0,0,0
0,7,1,2,1,8,3,2,70,0,3,2,3,0,45,18000.0,1,0,1,1,0,0,2,2,3,1,2,0,0,1,0,0,0
0,5,2,2,1,5,1,3,43,0,5,2,2,0,60,26655.3769068309,1,0,1,1,4,0,2,2,1,4,4,0,1,0,0,0,0
0,5,1,1,1,4,2,2,55,1,2,2,2,0,35,16671.9565759653,1,0,1,1,3,0,2,1,4,1,4,0,1,0,0,0,0
0,1,2,2,1,6,4,2,22,1,4,2,4,0,15,40016.6563951062,2,0,7,1,12,0,1,2,3,2,2,0,0,1,0,0,0
1,8,1,3,1,5,1,2,48,1,4,2,4,0,15,12652.3386419907,1,0,1,1,20,0,3,2,1,1,1,1,0,0,0,0,0
0,8,2,2,1,6,3,2,28,1,5,2,4,0,12,11932.8664062446,3,0,2,1,4,0,3,2,3,1,3,1,0,0,0,0,0
0,6,1,1,1,7,3,3,31,1,4,2,1,0,20,5168.42162233472,1,0,1,1,0,0,1,1,2,1,2,0,0,0,0,1,0
0,7,2,4,1,6,4,5,30,1,4,2,2,0,13,8773.82003614818,3,1,1,1,1,0,2,2,2,4,1,1,0,0,0,0,0
0,7,1,4,1,5,4,2,44,1,3,2,4,0,45,4786.971951853,3,0,1,1,0,0,1,2,4,1,4,1,0,0,0,0,0
0,9,1,5,1,6,4,4,50,0,2,2,4,0,1,13991.9961663417,4,0,1,1,20,0,2,5,4,1,3,1,0,0,0,0,0
0,9,1,5,1,6,4,4,25,0,3,2,1,0,2,12297.8347125538,4,0,3,2,0,0,3,5,4,1,4,1,0,0,0,0,0
0,9,2,2,2,1,4,2,28,1,4,2,4,0,10,20073.9753629893,3,0,2,1,0,0,2,2,4,1,4,1,0,0,0,0,0
0,7,1,2,1,6,2,4,46,0,3,2,1,0,22,3525.73900243174,6,0,1,1,1,0,1,2,4,1,4,0,0,0,0,1,0
0,9,1,2,1,5,3,3,54,1,4,2,4,0,11,3647.76104001076,2,0,2,1,7,0,2,2,4,3,4,1,0,0,0,0,0
0,7,1,3,1,6,2,2,46,1,3,2,4,0,30,9330.59283244801,3,0,1,1,5,0,2,3,3,3,3,1,0,0,0,0,0
1,10,1,2,1,4,4,3,76,1,5,2,4,0,35,15690.8571428571,2,0,2,1,0,0,1,2,4,4,4,1,0,0,0,0,0
0,6,2,3,2,2,2,3,28,0,3,2,3,0,15,9006.55992988929,2,0,1,1,3,0,3,2,4,1,4,1,0,0,0,0,0
0,6,2,3,2,2,2,3,27,1,2,2,2,0,15,16981.340680702,2,0,2,1,7,0,3,2,4,1,4,1,0,0,0,0,0
0,11,1,3,1,5,5,5,55,0,5,2,4,0,25,15075.0,4,0,1,1,1,0,3,3,2,3,3,1,0,0,0,0,0
0,11,1,2,1,6,4,4,55,1,4,1,4,0,40,14541.0863068617,2,0,2,2,0,0,2,2,4,2,4,1,0,0,0,0,0
0,7,1,5,2,1,1,1,39,1,5,2,4,0,30,31833.6926961323,2,1,1,1,5,0,3,2,4,4,4,1,0,0,0,0,0
1,5,1,1,1,6,1,3,44,1,3,1,4,0,65,30564.6117031189,2,0,1,1,6,0,2,1,4,1,3,1,0,0,0,0,0
0,7,1,5,1,4,4,4,35,1,3,2,2,0,60,8603.28651442408,2,0,2,1,0,0,1,2,1,4,4,0,1,0,0,0,0
0,7,1,2,1,4,3,3,29,0,3,2,4,0,330,30032.871197057,3,0,2,1,2,1,3,2,1,1,4,1,0,0,0,0,0
0,4,2,2,1,6,4,3,48,1,3,2,2,0,5,7703.2829473174,1,0,1,1,15,0,1,2,4,1,4,0,1,0,0,0,0
0,11,1,2,1,4,5,5,55,0,5,1,4,0,14,15300.6744160558,6,0,1,1,0,0,3,2,2,4,4,1,0,0,0,0,0
0,6,1,2,1,6,1,3,61,1,3,2,4,0,7,2921.47717501722,4,0,1,1,0,0,2,2,2,1,4,1,0,0,0,0,0
0,6,2,1,1,6,2,2,47,0,3,2,4,0,15,9478.01214164876,1,0,1,1,0,0,2,1,4,4,4,1,0,0,0,0,0
0,4,1,3,2,1,1,1,37,0,2,2,3,0,30,29368.0975026392,2,0,2,1,0,0,1,2,4,1,4,1,0,0,0,0,0
0,9,2,2,2,1,4,3,51,1,3,2,4,0,25,17250.7244799844,2,0,1,1,0,0,2,2,4,4,4,1,0,0,0,0,0
0,4,1,1,1,6,4,2,50,1,2,1,3,0,30,11401.2045710359,1,0,1,2,80,0,2,1,4,1,4,1,0,0,0,0,0
0,6,2,2,1,6,3,2,33,0,5,2,4,0,10,17168.3792901604,1,0,2,1,4,0,3,2,1,4,4,0,0,1,0,0,0
0,6,1,2,1,5,1,2,37,1,4,2,4,0,50,10258.0387878288,2,0,1,1,4,0,3,2,2,3,4,1,0,0,0,0,0
0,8,1,2,1,5,4,3,59,1,5,2,4,0,5,12980.1543720458,2,0,2,1,2,0,2,2,2,4,2,1,0,0,0,0,0
0,8,2,1,1,6,4,4,52,1,3,2,4,0,10,2660.86842871866,2,0,1,1,2,0,3,1,1,4,3,1,0,0,0,0,0
0,3,2,3,1,6,4,4,47,0,5,2,4,0,8,11747.1775656747,1,0,1,1,0,0,2,1,3,3,2,0,0,0,0,0,1
1,7,1,3,1,6,5,5,56,0,5,1,4,0,40,15181.7478224143,3,0,1,2,1,0,3,2,2,3,4,1,0,0,0,0,0
0,5,2,1,1,6,2,2,31,1,4,2,4,0,20,12048.6889915438,1,0,1,1,7,0,2,1,3,2,4,1,0,0,0,0,0
0,7,1,2,1,5,3,3,52,0,4,2,4,0,15,36000.0,3,0,1,1,10,0,2,2,2,3,4,1,0,0,0,0,0
0,10,1,2,2,3,3,3,58,0,4,2,4,0,5,18748.1077964662,4,0,2,1,0,0,3,2,4,4,4,1,0,0,0,0,0
0,10,1,2,2,3,3,3,54,1,3,2,2,0,10,5696.74567989715,4,0,1,1,0,0,2,2,4,4,4,1,0,0,0,0,0
0,8,1,3,1,6,4,3,73,0,4,2,4,0,20,22317.9942471366,2,0,2,2,3,0,3,3,1,3,4,1,0,0,0,0,0
0,5,2,1,1,6,2,3,53,1,3,1,4,0,15,21204.5143642899,1,0,1,1,2,0,3,1,1,1,2,1,0,0,0,0,0
0,8,1,1,1,6,1,1,66,0,5,2,4,0,30,13916.1783607036,1,0,1,1,3,0,3,1,3,1,4,0,1,0,0,0,0
0,8,1,2,1,3,2,3,45,0,4,2,3,0,55,21228.2554557634,2,0,1,1,10,6,3,2,4,1,3,1,0,0,0,0,0
0,7,2,2,1,6,4,4,36,0,3,2,1,0,3,1000.0,3,0,2,1,0,0,3,2,2,3,4,1,0,0,0,0,0
1,7,1,3,1,5,4,4,45,0,4,2,1,0,10,5402.69026260083,2,0,1,1,10,0,3,2,2,4,4,1,0,0,0,0,0
1,8,1,2,1,6,4,1,49,0,2,2,4,0,4,2719.86088188279,3,0,1,1,1,0,2,2,4,4,4,1,0,0,0,0,0
0,8,1,2,1,6,4,1,49,1,3,2,4,0,3,10865.1589427933,3,0,2,1,3,0,2,2,4,4,4,1,0,0,0,0,0
0,10,1,3,1,6,4,4,26,1,4,2,4,0,7,13285.4582685332,3,0,1,1,4,0,2,2,3,3,3,1,0,0,0,0,0
0,10,1,3,1,6,4,4,25,0,3,2,4,0,15,11217.3982723258,3,0,2,1,0,0,1,2,3,3,3,1,0,0,0,0,0
0,8,1,2,2,2,2,3,73,1,5,2,4,0,20,10649.8577840307,2,0,2,2,6,0,2,2,4,4,4,1,0,0,0,0,0
0,8,1,2,2,2,2,3,73,0,5,2,4,0,30,34701.6614304529,2,0,1,1,8,0,2,2,4,4,4,1,0,0,0,0,0
0,8,1,6,1,5,1,2,49,0,3,2,1,0,30,28517.4083284205,3,0,2,1,25,0,1,5,3,3,3,1,0,0,0,0,0
0,6,1,2,2,2,5,5,56,0,2,2,3,0,30,59399.2847779791,3,0,1,1,0,0,3,2,4,4,4,1,0,0,0,0,0
0,3,2,1,2,4,4,4,61,1,5,2,1,0,25,864.378472574038,1,0,1,2,5,0,3,1,2,3,4,1,0,0,0,0,0
0,6,1,2,1,6,3,2,28,1,4,2,4,0,10,4857.83338432191,2,0,1,1,21,0,2,2,4,1,3,1,0,0,0,0,0
0,6,1,6,2,1,2,2,32,1,2,2,1,0,10,11364.9214568038,2,0,1,2,0,0,2,2,4,4,4,1,0,0,0,0,0
0,5,2,1,1,5,3,2,60,0,5,2,1,0,20,2091.58680501577,1,0,1,1,0,0,2,1,3,3,4,0,1,0,0,0,0
0,2,1,2,1,2,1,3,59,0,3,2,1,0,18,5394.85490844272,2,0,1,2,3,0,3,2,4,4,2,1,0,0,0,0,0
0,10,1,3,1,6,2,3,50,0,2,2,1,0,35,16351.030388442,3,0,2,1,7,0,3,2,2,3,4,1,0,0,0,0,0
0,8,1,2,1,4,2,3,68,1,5,2,1,0,5,3876.42664174806,2,0,1,2,7,0,3,2,4,1,4,1,0,0,0,0,0
0,8,1,2,2,1,2,3,58,0,3,2,4,0,15,15204.2310220146,4,0,2,1,5,0,3,2,4,3,4,1,0,0,0,0,0
0,10,1,1,1,4,3,3,71,0,5,2,4,0,75,26492.8557280779,1,0,1,2,35,2,3,1,1,4,4,1,0,0,0,0,0
0,4,1,1,1,6,4,4,67,1,3,2,1,0,8,3441.66090008856,1,0,1,2,3,0,3,1,3,1,3,1,0,0,0,0,0
0,6,1,1,2,2,2,4,56,1,5,2,4,0,20,3956.34373754692,1,0,1,1,14,0,2,1,4,1,4,1,0,0,0,0,0
0,8,1,1,1,7,5,2,30,0,5,2,4,0,25,9164.24663374774,1,0,1,1,5,0,3,1,3,1,1,1,0,0,0,0,0
0,6,2,1,1,4,5,5,29,0,3,2,1,0,180,14865.8735455566,2,0,1,1,3,7,3,1,1,4,4,0,0,0,0,0,1
0,8,1,1,2,3,1,3,42,0,5,2,4,0,20,21645.948630611,2,0,1,1,2,0,3,1,4,1,2,1,0,0,0,0,0
0,6,2,1,1,6,4,3,34,1,5,2,4,1,18,4838.33660409569,2,0,1,1,24,0,2,1,3,4,3,1,0,0,0,0,0
0,6,1,4,1,6,1,1,47,1,3,1,4,0,30,9428.57142857143,3,0,1,1,0,0,2,4,3,4,4,1,0,0,0,0,0
0,9,1,2,1,6,2,3,54,0,4,2,4,0,10,8315.53641990763,2,0,2,1,2,0,2,2,4,3,4,1,0,0,0,0,0
0,6,1,3,2,1,1,3,33,1,3,1,1,0,30,12344.8908418775,5,0,1,1,3,0,3,3,4,3,1,1,0,0,0,0,0
0,9,1,1,1,5,3,3,58,0,3,2,4,0,3,3226.87134771405,1,0,1,1,3,0,2,1,3,2,2,1,0,0,0,0,0
0,7,1,1,1,6,2,4,43,0,4,2,4,0,35,8602.28700173423,1,0,1,1,20,1,3,1,2,1,4,1,0,0,0,0,0
0,11,1,1,1,5,5,4,61,1,5,2,4,0,25,14516.6496400005,1,0,1,1,0,0,3,1,3,4,4,1,0,0,0,0,0
0,5,1,1,1,7,3,3,56,1,3,2,2,0,21,4598.20546526912,1,0,1,1,3,0,2,1,3,3,2,1,0,0,0,0,0
0,7,1,3,1,5,2,3,33,1,4,2,4,0,12,1410.034089487,2,1,1,1,5,0,2,2,3,1,3,1,0,0,0,0,0
0,7,2,2,1,6,3,3,54,0,3,2,4,0,25,6177.86278079051,3,0,1,1,5,0,2,2,4,1,4,0,0,0,0,0,1
0,8,1,4,1,4,2,1,44,1,3,2,4,0,20,9671.07857276736,3,0,1,1,2,0,2,2,3,3,4,1,0,0,0,0,0
0,9,2,1,1,5,2,3,30,0,5,2,4,0,10,12091.8583002174,1,0,1,1,3,0,2,1,4,3,4,1,0,0,0,0,0
0,6,1,3,1,7,3,2,43,1,3,2,1,0,13,23103.9072221196,2,0,1,2,7,0,3,2,1,1,4,1,0,0,0,0,0
0,6,1,3,1,7,3,2,44,0,3,2,3,0,18,15784.2400329093,2,0,2,1,7,0,2,2,4,1,4,1,0,0,0,0,0
0,11,1,4,1,6,2,3,19,0,2,2,4,0,10,10777.3527658926,3,0,3,2,7,0,3,4,1,1,4,0,0,1,0,0,0
0,9,1,4,1,5,4,3,49,1,3,1,2,0,48,15714.6225549239,3,0,2,2,1,0,1,3,2,3,4,1,0,0,0,0,0
0,5,1,3,2,1,5,4,53,0,4,2,4,0,20,17998.0616879383,3,0,4,1,17,0,2,3,4,1,4,1,0,0,0,0,0
0,5,1,3,2,1,5,4,50,1,4,2,4,0,30,14856.949926618,3,0,4,1,15,1,3,3,4,1,4,1,0,0,0,0,0
0,7,1,1,1,7,5,2,42,0,3,2,1,0,35,17163.6081276822,1,0,1,1,7,0,2,1,2,2,4,1,0,0,0,0,0
0,4,2,1,1,6,5,5,59,0,2,2,2,0,15,7360.78348348089,1,0,1,1,7,0,2,1,3,3,3,0,1,0,0,0,0
0,11,1,2,1,6,3,4,36,0,4,2,4,0,10,5983.77976252785,4,0,1,1,3,6,3,2,3,4,1,1,0,0,0,0,0
0,9,1,5,1,5,4,3,35,1,3,2,2,0,60,17000.0,4,1,2,1,4,0,1,4,2,3,4,1,0,0,0,0,0
0,11,1,3,1,6,5,5,32,0,4,2,4,0,30,9397.7803841343,2,1,2,1,5,0,1,2,2,4,4,1,0,0,0,0,0
0,7,1,2,1,2,2,2,72,1,3,2,4,0,30,19312.3440692889,3,0,2,2,2,0,3,2,4,1,4,1,0,0,0,0,0
0,8,1,5,1,6,4,4,49,1,4,2,4,0,30,12530.0903634543,3,0,1,1,4,0,2,2,2,3,4,1,0,0,0,0,0
0,8,1,5,1,6,4,4,44,0,4,2,4,0,60,16893.9408054515,3,0,2,1,4,0,2,2,2,2,4,1,0,0,0,0,0
0,7,1,6,1,3,2,2,29,1,3,1,2,0,5,10546.2608287228,3,0,6,1,0,0,1,6,4,1,4,1,0,0,0,0,0
0,11,1,1,2,2,4,3,54,1,4,1,4,0,5,14839.3485203223,3,0,1,1,12,0,3,1,2,3,2,1,0,0,0,0,0
0,5,2,1,1,5,2,4,34,0,4,2,4,0,10,22594.0076269203,1,0,1,1,3,0,2,1,2,3,4,1,0,0,0,0,0
0,5,1,3,1,2,5,5,31,0,4,2,1,0,15,9305.63494503932,3,0,3,1,20,0,3,3,4,1,4,1,0,0,0,0,0
0,10,1,2,1,1,2,3,61,1,5,2,4,0,5,7364.7232781475,2,0,2,1,7,0,2,2,4,4,4,1,0,0,0,0,0
0,9,1,2,1,6,4,4,35,1,4,2,4,0,5,4118.11237820492,3,0,1,1,4,3,3,2,3,3,3,1,0,0,0,0,0
0,9,1,2,1,6,4,4,37,0,3,2,4,0,7,4968.45884897929,3,0,2,1,2,0,3,2,3,3,3,1,0,0,0,0,0
0,6,2,1,1,5,4,3,29,0,4,2,4,0,10,17444.4158184756,1,0,1,1,4,0,2,1,3,4,4,1,0,0,0,0,0
0,7,1,2,1,6,4,3,42,1,5,2,4,0,35,15602.9009402037,2,0,2,1,4,0,2,2,3,1,1,1,0,0,0,0,0
0,2,1,1,2,1,2,4,58,1,3,1,1,0,10,11509.0071552529,2,0,1,2,1,0,2,1,4,1,2,1,0,0,0,0,0
0,10,1,4,1,6,1,1,48,0,5,1,2,0,60,5096.14995672404,2,0,1,1,4,0,2,2,4,4,4,1,0,0,0,0,0
0,6,1,4,1,4,4,2,45,0,2,2,3,0,30,6266.08093320429,4,0,2,1,0,0,2,2,4,1,4,1,0,0,0,0,0
0,9,1,2,1,7,3,2,47,0,5,2,1,0,12,12000.0,3,0,1,1,1,0,2,2,3,4,3,1,0,0,0,0,0
0,6,1,4,1,4,1,2,40,0,2,2,3,0,10,4187.2577637914,3,1,2,1,5,0,2,2,4,1,2,1,0,0,0,0,0
0,7,1,2,1,6,2,3,50,1,3,2,4,0,15,15302.0849118282,1,0,1,1,4,0,3,2,4,1,2,0,1,0,0,0,0
0,11,1,2,1,5,2,2,45,1,5,2,4,0,30,11510.2832455858,3,0,2,1,7,0,2,2,4,1,4,1,0,0,0,0,0
0,11,1,2,1,7,5,4,32,1,5,2,4,0,20,4733.34279680803,2,0,1,1,2,1,2,2,2,3,4,1,0,0,0,0,0
0,1,2,1,1,4,5,5,92,0,3,2,1,0,15,24392.4695782242,2,0,1,1,0,0,2,1,1,4,4,1,0,0,0,0,0
0,10,1,2,1,7,4,4,28,1,5,2,4,0,20,13394.0618578672,2,0,1,1,25,3,3,2,3,3,3,1,0,0,0,0,0
0,5,1,2,1,2,2,2,55,1,3,2,2,0,35,8278.66341714605,2,0,1,1,3,0,2,2,2,3,2,1,0,0,0,0,0
0,9,2,1,1,5,3,4,30,0,5,2,4,0,8,14500.0,2,0,1,1,3,0,2,1,4,2,4,0,0,1,0,0,0
0,6,1,4,1,5,5,5,51,1,5,2,4,0,8,29991.7098626051,4,0,1,2,35,0,1,4,3,1,4,1,0,0,0,0,0
0,11,1,2,2,1,3,4,65,0,5,2,4,0,5,14423.0,2,0,1,1,3,0,2,2,2,3,4,1,0,0,0,0,0
0,11,1,2,2,1,3,4,63,1,5,2,4,0,5,11534.7448162953,2,0,2,1,4,0,2,2,2,3,4,1,0,0,0,0,0
0,6,1,3,2,1,3,4,44,1,5,2,4,0,58,29018.1087234909,2,0,1,1,5,0,3,1,1,4,2,1,0,0,0,0,0
0,7,2,2,1,2,2,3,55,0,3,2,4,0,7,16844.0,1,0,1,1,0,0,2,2,2,1,1,1,0,0,0,0,0
0,8,1,2,1,5,4,3,56,0,4,2,4,0,40,15968.3923921578,2,0,2,2,5,3,3,2,3,3,4,1,0,0,0,0,0
0,10,1,4,2,3,4,4,48,1,5,2,4,0,20,39072.7456633584,3,0,1,1,5,3,2,2,4,4,4,1,0,0,0,0,0
0,6,1,3,1,2,2,2,44,1,3,2,2,0,45,7408.32372710349,3,0,1,1,0,0,1,3,4,3,4,1,0,0,0,0,0
0,7,1,2,2,1,1,2,55,0,2,2,4,0,5,11882.852854733,4,0,1,1,6,0,3,2,4,4,4,1,0,0,0,0,0
0,7,1,1,1,6,5,5,43,0,3,2,1,0,12,6321.33333333333,1,0,1,1,0,0,2,1,4,4,4,1,0,0,0,0,0
0,11,1,4,1,3,3,3,44,1,5,2,4,0,10,19743.8285808259,3,0,2,1,15,0,3,2,2,3,4,1,0,0,0,0,0
1,8,2,1,1,6,2,3,61,0,5,2,4,0,12,11083.676392305,1,0,1,1,5,0,2,1,1,4,3,1,0,0,0,0,0
0,8,1,3,1,6,2,3,58,0,3,2,4,0,10,6457.10941664783,3,0,1,1,7,0,2,3,4,4,4,1,0,0,0,0,0
0,9,1,2,2,2,3,3,43,1,5,2,4,0,7,11880.0545035631,2,0,2,1,0,0,1,2,4,4,4,1,0,0,0,0,0
0,6,1,2,1,5,4,4,57,1,3,2,4,0,25,11925.9379488445,3,0,2,1,0,0,1,2,4,2,4,1,0,0,0,0,0
0,7,1,1,1,6,5,3,45,1,5,2,4,0,15,3423.5306279869,1,0,1,1,14,0,2,1,3,2,2,1,0,0,0,0,0
0,9,1,4,1,6,3,3,47,0,3,2,3,0,35,16311.2465624411,4,0,1,1,0,0,3,2,4,4,4,1,0,0,0,0,0
0,7,1,2,1,6,4,3,65,1,4,2,4,0,12,10563.0388971715,2,0,1,2,3,0,2,2,4,1,4,1,0,0,0,0,0
0,8,1,2,2,1,5,4,55,0,2,2,2,0,55,14526.8122333349,3,0,1,1,7,0,2,2,4,4,4,1,0,0,0,0,0
0,8,1,1,1,6,5,2,36,1,5,2,4,0,70,22110.2357734863,1,0,1,1,3,0,2,1,4,3,4,1,0,0,0,0,0
0,9,1,3,1,4,1,1,47,1,4,2,2,0,70,4707.19313492602,3,0,1,1,7,0,2,2,2,4,4,1,0,0,0,0,0
0,8,1,2,1,6,2,2,31,0,2,2,4,0,40,8678.73486125116,2,0,2,1,18,0,3,2,1,4,4,1,0,0,0,0,0
0,8,1,2,1,6,2,2,30,1,4,2,2,0,25,914.855702400863,2,0,1,1,5,0,2,2,1,4,4,1,0,0,0,0,0
0,7,1,1,2,2,3,4,69,0,3,2,4,0,140,9941.07153797286,4,0,1,1,7,1,3,1,3,3,2,1,0,0,0,0,0
0,6,1,4,1,5,4,2,47,1,4,2,4,0,35,46705.6848181363,6,0,1,1,21,0,3,3,4,1,4,1,0,0,0,0,0
0,8,2,6,1,7,2,2,54,0,3,2,1,0,30,13843.3412296147,5,0,2,1,7,2,2,6,1,4,4,0,0,0,0,1,0
0,8,2,6,1,7,2,2,23,0,3,1,1,0,30,26034.7135508938,5,0,3,2,7,5,3,6,3,1,4,0,0,0,0,1,0
0,7,1,2,1,5,4,5,58,0,4,2,1,0,15,7195.85818387746,2,0,2,1,0,0,1,2,4,4,4,1,0,0,0,0,0
0,8,1,2,1,4,1,1,57,1,3,2,4,0,25,11000.0,1,0,1,1,7,0,3,2,2,4,4,1,0,0,0,0,0
0,8,1,2,2,2,2,3,55,0,3,2,3,0,25,12156.269962562,3,0,1,1,5,1,2,2,2,1,4,1,0,0,0,0,0
0,7,2,2,1,5,4,4,38,1,5,2,4,0,45,22927.9003049823,1,0,1,1,5,0,2,1,3,3,4,1,0,0,0,0,0
0,9,1,2,1,3,2,2,67,0,5,2,4,0,25,6315.21859913727,2,0,1,2,7,4,3,2,2,1,1,1,0,0,0,0,0
0,6,1,2,1,4,1,3,47,1,3,1,2,0,20,12251.5205075885,1,0,1,1,1,0,2,2,4,1,2,1,0,0,0,0,0
0,8,1,2,1,7,5,4,45,1,5,2,4,1,25,1600.13195216587,1,0,1,1,2,0,3,1,3,1,4,1,0,0,0,0,0
0,6,2,3,1,2,2,4,41,1,3,2,1,0,12,10977.8578676905,2,0,2,1,0,0,1,2,4,4,4,0,1,0,0,0,0
1,10,1,4,1,5,2,2,50,0,3,2,4,0,45,8925.74245185277,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0,1
0,8,1,2,1,4,3,2,69,0,5,2,4,0,60,8656.55167277928,5,0,1,1,5,0,2,2,1,4,4,1,0,0,0,0,0
0,7,1,5,1,4,5,3,41,1,4,2,4,0,30,2308.55877347098,3,0,1,1,3,0,2,2,2,4,4,1,0,0,0,0,0
0,7,1,4,1,5,3,3,45,0,5,2,4,0,30,16146.4158579956,2,0,1,1,5,0,2,2,3,1,4,0,1,0,0,0,0
