Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
6,1,3,1,6,2,2,52,1,4,2,4,0,60,8789.26340983671,4,0,1,1,14,0,3,3,2,1,4,0,0,0,0,0
10,2,1,1,6,2,2,47,0,4,2,4,0,30,13546.6580469782,1,0,1,1,0,0,1,1,4,3,4,1,0,0,0,0
11,1,3,1,5,5,5,50,0,5,2,1,0,65,4219.09995358737,2,0,1,1,16,0,3,2,3,4,3,0,0,0,0,0
10,1,1,1,6,5,3,53,0,4,2,3,0,50,21455.4337249409,2,0,1,1,2,0,3,1,4,4,4,0,0,0,0,0
7,2,1,1,6,3,2,32,0,3,2,4,0,14,16582.6226030397,1,0,1,1,7,0,3,1,1,4,4,1,0,0,0,0
10,1,2,2,2,4,2,67,0,4,2,1,0,10,3500.0,3,0,2,1,30,0,3,2,2,3,2,0,0,0,0,0
7,1,5,1,6,2,3,60,0,4,2,4,0,40,12262.3866631039,5,0,2,1,1,0,2,5,4,1,4,1,0,0,0,0
5,1,2,1,4,2,2,32,1,2,2,1,0,20,66209.8561704758,2,0,3,1,0,0,2,2,4,1,4,0,0,0,0,0
1,1,2,1,5,1,2,59,0,2,2,4,0,30,19244.9604896775,2,0,2,1,2,0,2,2,4,4,4,0,0,0,0,0
6,1,1,2,1,4,3,48,1,3,2,4,0,18,5288.72350674771,1,0,1,1,11,0,2,1,3,2,2,0,0,0,0,0
11,1,2,2,2,3,4,54,0,5,2,4,0,55,39254.7290961445,2,0,1,1,5,0,3,2,1,4,4,0,0,0,0,0
6,1,3,1,7,2,3,53,0,4,2,1,0,90,28829.9488724051,3,0,3,1,2,2,3,3,2,3,4,0,0,0,0,0
10,1,4,2,2,4,4,19,1,2,2,2,0,20,7221.35535048409,4,0,1,2,7,0,2,4,4,1,4,0,0,0,0,0
4,2,1,1,3,3,2,35,1,4,2,2,0,7,13785.5773037666,1,0,1,1,2,0,2,1,2,4,4,0,0,0,0,0
6,2,5,1,3,3,4,30,0,4,2,4,0,30,9677.32700088948,2,1,1,1,4,0,2,2,1,1,3,0,0,0,0,0
11,1,3,1,3,5,4,38,1,4,2,4,0,30,10627.1641850693,3,1,2,2,5,0,3,2,2,1,1,0,1,0,0,0
6,1,3,1,4,2,3,55,0,4,2,3,0,20,10411.7750670411,2,0,1,2,8,0,2,2,4,2,4,0,0,0,0,0
2,1,1,1,3,3,3,69,1,3,2,2,0,105,60000.0,2,0,1,2,10,0,3,1,1,1,4,1,0,0,0,0
8,1,3,1,6,4,2,43,0,5,2,4,0,70,26038.1395597004,2,0,1,1,4,5,3,2,1,4,4,0,0,0,0,0
11,1,3,2,1,5,5,45,0,3,2,3,0,15,50645.6497594013,3,1,1,1,3,0,2,2,4,4,4,0,0,0,0,0
7,2,3,2,1,2,2,47,1,3,2,2,0,30,8674.61686842405,4,0,2,1,0,0,2,2,4,1,2,0,0,0,0,0
8,1,4,2,1,2,3,42,1,5,2,4,0,25,16252.6726734853,3,0,1,1,2,0,1,2,4,1,4,0,0,0,0,0
7,1,2,2,1,1,1,57,1,4,2,4,0,45,24077.0940974776,2,0,1,1,20,0,2,2,4,4,4,0,0,0,0,0
6,1,1,1,4,4,4,68,1,5,2,1,0,10,15893.7478733767,1,0,1,2,12,0,2,1,2,1,3,0,0,0,0,0
8,1,2,2,2,4,3,60,1,5,2,4,0,18,2537.15884186876,2,0,2,1,3,0,2,2,4,1,4,0,0,0,0,0
8,1,2,1,6,4,3,58,0,4,2,4,0,65,24799.6730568782,1,0,1,1,5,0,2,2,3,1,2,0,0,0,0,0
3,1,2,2,1,2,1,61,1,3,2,2,0,10,721.502481242203,4,0,1,1,5,0,3,2,4,1,2,0,0,0,0,0
8,1,1,1,6,4,4,64,1,5,2,4,0,10,3708.51081922383,1,0,1,1,10,0,2,1,3,3,4,0,0,0,0,0
11,1,4,2,1,1,3,56,1,2,2,4,0,20,21360.8497740092,11,0,2,1,7,0,2,4,4,1,4,0,0,0,0,0
9,1,2,1,2,3,4,30,1,4,2,4,0,15,5850.26129243568,2,0,1,1,1,0,2,2,2,3,4,0,0,0,0,0
6,2,6,2,2,1,2,28,1,3,2,3,0,25,15662.5827435095,3,2,1,1,5,0,2,2,2,1,4,0,0,1,0,0
8,1,2,1,2,2,2,60,1,3,2,4,0,90,20990.1866358758,2,0,1,1,35,2,2,2,2,4,3,0,0,0,0,0
6,1,4,1,5,4,3,30,0,2,1,3,0,35,16652.8501194986,4,0,3,1,0,0,2,4,4,3,4,0,0,0,0,0
10,1,3,2,1,5,5,46,0,4,2,4,0,40,6228.57024651059,3,0,1,1,6,0,3,2,1,3,4,0,0,0,0,0
8,1,2,1,4,2,3,68,0,3,2,2,0,20,1091.09720212876,5,0,2,1,7,0,2,2,4,1,4,0,0,0,0,0
9,1,2,2,1,4,4,44,1,3,2,1,0,35,32708.8711648972,2,0,2,2,5,0,2,2,4,2,4,0,0,0,0,0
10,1,5,1,2,2,3,49,1,3,2,4,0,55,12913.6014514493,4,0,1,1,7,0,3,2,4,1,4,0,0,0,0,0
7,1,2,1,2,5,3,33,1,4,2,4,0,18,13924.6153400004,2,0,2,1,3,0,2,2,4,1,4,0,0,0,0,0
8,1,1,1,4,4,4,66,0,5,2,4,0,15,11494.5223852649,2,0,1,1,14,0,3,1,2,3,2,0,0,0,0,0
6,1,1,1,4,1,3,54,0,4,2,4,0,30,12000.0,2,0,1,1,10,0,3,1,3,1,4,0,0,0,0,0
6,1,2,1,4,2,2,42,1,4,1,4,0,50,30715.2659637684,1,0,1,1,6,0,3,1,4,4,4,0,0,0,0,0
5,1,1,1,5,3,4,64,1,2,2,2,0,8,1604.86479480946,1,0,1,1,1,0,2,1,2,1,4,0,0,0,0,0
11,1,2,2,2,4,2,57,1,5,2,4,0,30,11112.7490734837,3,0,1,1,5,0,3,2,4,4,4,0,0,0,0,0
4,1,2,2,2,1,2,61,1,3,2,2,0,15,13092.3513670057,3,0,1,1,0,0,1,2,4,1,4,0,0,0,0,0
7,1,4,1,3,2,2,31,1,4,2,4,0,10,11530.0409714094,2,2,2,1,5,0,2,2,2,1,4,0,0,0,0,0
10,1,5,1,4,3,4,46,0,5,2,4,0,30,17503.0223678617,3,1,2,1,5,0,1,2,2,4,4,0,0,0,0,0
10,1,4,1,3,4,4,44,0,4,2,4,0,6,15088.9680879124,2,0,1,1,0,0,2,2,1,3,3,0,0,0,0,0
11,1,4,2,2,4,4,57,0,5,2,4,0,10,13695.5791016695,7,0,1,1,0,0,2,3,4,1,4,0,0,0,0,0
6,1,2,2,2,1,2,54,0,2,2,1,0,5,11879.8449231283,3,0,2,1,0,0,1,2,4,1,3,0,0,0,0,0
6,2,1,2,1,2,2,36,0,2,2,1,0,25,24118.4131423563,1,0,1,1,7,7,2,1,4,1,4,0,0,0,0,0
8,1,2,1,4,2,3,47,0,4,2,3,0,60,26671.7578366403,4,0,2,1,2,0,3,2,1,3,3,0,0,0,0,0
4,1,1,2,2,1,2,63,1,3,2,1,0,30,9927.89137752305,1,0,1,1,3,0,3,1,1,1,1,0,0,0,0,0
6,2,2,1,6,3,3,45,1,4,2,4,0,15,4136.27733228308,2,0,1,1,14,0,3,1,3,1,2,0,0,0,0,0
6,1,3,1,5,4,4,61,0,2,2,1,0,5,14700.7024537772,3,0,5,1,0,0,2,3,4,4,4,0,0,0,0,0
8,1,4,1,4,4,4,46,0,4,2,4,0,5,11232.6226032895,2,0,1,1,3,2,2,2,4,4,3,0,0,0,0,0
9,1,2,2,1,3,3,69,0,5,1,4,0,12,19844.2993706369,2,0,1,1,7,0,2,2,4,3,2,0,0,0,0,0
7,1,2,1,5,2,4,60,0,5,2,4,0,30,27727.5079587103,2,0,1,1,7,0,3,2,4,1,4,0,0,0,0,0
10,1,2,1,3,2,2,46,1,5,2,4,0,10,23986.3514204656,2,0,2,1,0,0,1,2,4,1,4,0,0,0,0,0
8,1,3,1,4,2,3,20,0,3,2,3,0,20,9654.3118525344,4,0,2,1,2,0,2,3,4,3,4,0,0,0,0,0
6,1,2,1,3,4,4,44,1,4,2,4,0,90,23713.5092121768,2,0,1,1,20,0,2,1,1,3,4,1,0,0,0,0
5,1,2,1,3,3,2,69,0,3,2,3,0,2,17979.5567946755,3,0,1,1,35,0,3,2,4,1,3,0,0,0,0,0
7,1,2,1,7,1,3,69,0,4,2,4,0,61,3685.41053126141,2,0,1,2,5,0,2,2,4,4,4,0,0,0,0,0
6,1,1,1,4,2,2,62,0,4,2,4,0,45,25844.969639112,1,0,1,1,2,0,3,1,2,4,4,0,0,0,0,0
10,1,3,1,5,4,4,57,1,5,2,4,0,20,15448.8931733451,3,0,2,1,1,0,2,3,2,4,4,0,0,0,0,0
9,1,2,1,6,3,2,43,1,4,2,4,0,30,4666.40404738835,2,0,2,1,2,0,3,2,1,1,4,1,0,0,0,0
2,2,3,1,3,2,2,46,1,5,2,4,0,30,24728.0553791677,1,0,1,1,4,0,2,2,3,1,3,0,1,0,0,0
11,1,3,1,5,5,2,50,1,5,2,4,0,30,7101.65206257986,3,1,2,1,2,0,2,2,2,4,4,0,1,0,0,0
8,2,2,1,6,3,3,29,1,4,2,1,0,30,15618.9593968234,2,0,1,1,7,0,3,2,4,4,4,0,0,0,0,0
8,1,3,1,3,4,2,38,1,4,2,1,0,50,26696.622471857,2,1,1,1,0,0,2,1,1,1,2,1,0,0,0,0
9,1,2,1,4,4,3,65,0,5,2,4,0,120,28919.8272568561,2,0,1,1,6,0,2,2,4,2,4,0,0,0,0,0
11,1,3,1,6,4,3,38,1,5,2,4,0,45,18817.9199074737,2,0,1,1,7,0,3,1,3,1,3,0,0,0,0,0
9,1,6,1,2,2,3,50,0,2,2,3,0,30,61091.0,3,1,1,1,1,0,2,2,4,2,4,0,0,0,0,0
8,1,1,1,5,3,3,44,1,4,2,4,0,20,10856.3222125076,1,0,1,1,4,0,3,1,4,4,4,0,0,0,0,0
6,1,1,1,3,3,2,57,1,2,2,2,0,60,14509.3292816234,1,0,1,1,5,0,2,1,4,1,4,0,0,0,0,0
6,1,2,1,6,3,4,52,1,2,2,2,0,25,10554.8967708136,2,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
7,1,4,1,6,3,3,39,0,5,2,1,0,60,46838.1766746419,2,2,2,1,1,1,2,2,1,2,4,0,0,0,0,0
6,1,2,2,2,1,2,61,1,4,2,4,0,25,8857.06032785412,3,0,1,1,3,0,2,2,4,1,4,0,0,0,0,0
5,1,2,1,4,3,2,61,0,3,2,3,0,40,3745.43084495418,2,0,2,1,0,0,3,2,4,4,4,0,0,0,0,0
7,1,6,1,3,2,2,29,1,3,1,2,0,5,10546.2608287228,3,0,6,1,0,0,1,6,4,1,4,0,0,0,0,0
6,1,3,1,5,4,2,28,1,2,2,1,0,20,13419.771726855,3,1,2,2,7,0,2,2,2,3,3,0,0,0,0,0
3,1,1,1,6,2,3,38,1,4,1,2,0,2,31118.7840560626,2,0,1,1,3,0,3,1,4,4,4,0,0,0,0,0
9,1,2,1,5,2,2,30,0,3,2,3,0,10,2251.11264373938,2,0,2,1,3,0,2,2,3,1,3,0,0,0,0,0
6,1,2,1,4,1,4,38,1,5,1,4,0,35,9771.41344579571,3,0,1,1,5,0,3,2,4,4,4,1,0,0,0,0
9,1,2,1,7,4,4,57,1,4,2,4,0,125,14333.7067498554,3,0,2,2,14,6,3,2,3,1,3,0,1,0,0,0
5,1,3,2,1,2,3,55,1,3,2,1,0,40,15808.63696073,4,0,2,1,56,0,2,3,4,2,4,0,0,0,0,0
11,1,2,1,7,2,4,31,0,5,2,4,0,20,2841.67310309849,2,0,1,1,2,0,2,2,3,1,2,0,0,0,0,0
6,1,2,1,4,4,3,56,1,5,2,4,0,8,1081.48846353511,6,0,1,1,12,0,2,2,1,3,2,0,0,0,0,0
5,1,2,2,1,2,2,64,0,3,2,3,0,10,23501.209734183,1,0,1,2,10,0,1,2,4,3,2,0,0,0,0,0
5,1,1,1,3,2,3,26,0,4,2,1,0,15,9267.03517503204,1,0,1,1,3,1,2,1,4,3,4,0,0,0,0,0
4,2,2,1,3,4,3,40,1,5,2,1,0,7,13921.1775304264,3,0,1,1,3,0,1,2,4,4,3,0,0,0,0,0
3,1,1,2,2,1,3,68,1,1,2,4,0,15,7989.54530218117,1,0,1,1,2,0,3,1,4,1,4,0,0,0,0,0
11,1,3,2,2,5,3,53,1,5,2,4,0,35,200.0,5,0,2,1,3,0,3,3,4,1,4,0,0,0,0,0
7,1,2,1,5,2,3,56,1,2,2,2,0,8,17838.4333665002,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
8,1,2,1,5,3,2,60,0,3,2,4,0,65,29615.659546634,2,0,1,1,1,0,2,2,4,4,4,0,0,0,0,0
9,1,2,2,1,2,2,43,0,5,2,4,0,11,28130.6950901932,3,0,2,1,7,1,3,2,4,3,3,0,0,0,0,0
5,2,2,1,5,2,3,51,0,4,2,3,0,40,25076.5714285714,2,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
10,1,4,1,3,4,4,45,0,2,2,3,0,25,14663.183386565,4,0,2,1,0,0,2,3,4,4,4,0,0,0,0,0
6,1,2,2,1,2,2,61,1,5,1,4,0,35,12026.0864791289,2,0,1,2,7,0,2,2,2,3,4,0,0,0,0,0
11,1,3,2,2,2,1,50,0,2,2,1,0,15,16928.8039870581,3,0,1,1,5,0,2,3,2,3,4,0,0,0,0,0
8,1,2,2,1,2,3,61,1,5,2,2,0,20,20360.1315361447,2,0,1,2,7,0,2,2,4,1,4,0,0,0,0,0
7,1,1,1,2,2,2,50,1,2,2,2,0,4,1309.19634153405,3,0,1,2,1,0,2,1,3,1,2,0,0,0,0,0
8,1,3,2,1,3,3,46,1,3,2,4,0,20,22541.0138501677,4,0,1,2,5,0,2,3,4,3,4,0,0,0,0,0
5,1,1,2,1,1,2,73,1,3,2,2,0,19,10113.4220148886,2,0,1,2,2,0,2,1,4,1,4,0,0,0,0,0
6,1,2,1,4,1,3,61,0,2,2,4,0,30,10882.3509078432,3,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
1,1,3,1,3,4,3,45,0,2,2,4,0,1,582.750499104964,3,0,2,1,5,0,2,2,4,4,4,0,0,0,0,0
4,2,4,1,5,1,2,23,1,4,2,4,0,15,9031.47142952503,4,0,1,1,4,0,2,4,2,3,4,0,0,0,0,0
7,2,1,1,6,4,2,64,1,5,2,4,0,25,11826.6538941995,1,0,1,1,14,1,3,1,3,4,4,0,0,0,0,0
10,1,4,1,4,4,4,33,1,5,2,4,0,2,13111.1487717043,2,1,1,1,6,0,3,2,2,1,1,0,0,0,0,0
7,1,2,1,2,2,3,60,1,4,2,2,0,15,37514.0,3,0,1,2,0,0,2,2,4,4,4,0,0,0,0,0
11,1,2,1,2,4,4,64,0,4,2,4,0,15,19797.1419653873,2,0,1,1,3,0,2,2,4,1,2,0,0,0,0,0
7,1,2,2,1,1,2,69,0,5,2,4,0,1,7200.0,6,0,1,2,7,0,3,2,4,1,4,0,0,0,0,0
4,1,1,1,5,3,3,60,1,2,2,1,0,25,7320.12391645123,2,0,1,1,0,0,2,1,1,4,4,0,0,0,0,0
6,1,2,1,6,3,3,59,1,4,2,4,0,10,30333.822957638,2,0,1,2,3,0,2,2,2,1,2,0,0,0,0,0
6,1,3,1,5,2,3,54,1,3,2,4,0,2,9617.95819897755,3,0,1,1,0,0,2,3,4,4,2,1,0,0,0,0
8,2,2,1,6,2,4,59,1,3,2,4,0,90,14000.0,2,0,1,1,3,0,2,2,4,4,4,1,0,0,0,0
8,1,4,1,6,2,3,38,1,3,2,1,0,10,6042.85017325889,4,0,1,1,2,0,3,4,4,1,4,0,1,0,0,0
8,1,2,1,4,3,3,59,1,5,2,4,0,5,14192.955330145,3,0,2,1,15,0,2,2,3,3,3,0,0,0,0,0
9,1,5,1,5,2,3,47,0,3,1,4,0,30,21698.6138564853,5,1,2,1,30,0,1,4,4,4,1,0,0,0,0,0
10,1,4,1,5,4,4,44,0,5,2,4,0,25,8938.90909090909,2,0,1,1,2,0,2,2,4,1,4,0,1,0,0,0
8,1,4,2,1,2,2,48,1,5,2,4,0,20,10688.7978975987,4,0,1,1,4,0,2,2,4,3,4,0,0,0,0,0
11,1,2,1,5,5,4,39,0,4,2,4,0,45,10306.8041457391,2,0,2,1,2,0,2,2,2,3,4,0,0,0,0,0
9,1,4,1,7,3,2,44,1,3,2,4,0,75,6112.42272066277,2,0,1,1,2,0,3,2,1,1,2,1,0,0,0,0
6,1,5,1,2,2,3,44,0,2,2,3,0,300,13080.9595164352,2,0,2,1,2,0,2,2,4,1,4,0,0,0,0,0
5,1,4,2,1,1,1,44,1,2,2,4,0,30,29393.7666752045,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
10,1,2,2,2,2,2,49,0,4,2,4,0,30,6143.91030062592,2,0,1,1,4,0,3,2,2,3,3,0,0,0,0,0
11,1,2,2,1,5,4,50,1,4,2,2,0,20,6639.1212734168,4,0,1,2,2,0,3,2,4,1,4,0,0,0,0,0
6,1,2,1,3,2,2,60,0,3,2,3,0,20,12000.0,3,0,1,1,3,0,2,2,4,4,4,0,0,0,0,0
4,1,3,2,1,5,1,56,0,1,2,3,0,20,6329.72748043072,1,0,1,1,20,0,2,3,4,3,4,0,0,0,0,0
10,1,3,1,5,4,5,29,1,3,2,4,0,20,16042.8535564948,3,0,1,1,0,0,2,2,3,1,3,0,0,0,0,0
10,1,2,1,5,4,3,68,1,5,2,4,0,20,2921.47717501722,2,0,1,1,1,0,2,2,2,3,4,0,0,0,0,0
7,1,1,1,4,2,3,48,1,4,2,4,0,20,6639.43574713486,1,0,1,1,6,0,2,1,2,4,4,0,0,0,0,0
11,1,3,1,4,5,3,55,1,5,2,4,0,60,14359.3197324102,3,0,2,2,6,0,2,3,2,3,4,0,0,0,0,0
8,2,2,1,2,2,3,55,0,5,2,4,0,40,14790.9494511079,4,0,1,1,14,0,3,2,1,4,4,0,0,0,0,0
7,1,2,1,7,5,5,27,1,4,2,4,0,30,18417.9610865125,2,0,1,1,4,2,3,2,4,1,4,0,0,0,0,0
8,1,2,1,6,3,3,47,1,3,2,1,0,20,13707.1339546494,2,0,2,1,10,0,2,2,2,3,3,0,0,0,0,0
7,1,3,1,1,1,2,40,0,3,2,3,0,5,4405.07705086171,2,0,2,1,0,0,2,2,3,1,2,0,0,0,0,0
9,1,3,1,5,2,4,50,1,4,2,4,0,20,12545.4545454545,4,0,2,1,1,0,2,3,2,3,4,0,0,0,0,0
11,1,2,1,7,4,4,46,1,5,2,4,0,7,10523.708013114,2,0,1,1,3,0,3,2,3,3,4,0,0,0,0,0
10,1,2,1,6,2,2,61,0,5,2,4,0,100,23572.363814059,2,0,1,1,7,0,2,2,1,1,3,0,0,0,0,0
8,1,1,1,6,1,2,36,0,4,2,4,0,35,11587.6974499414,3,0,1,1,10,0,3,1,2,3,2,1,0,0,0,0
4,1,2,1,3,3,3,48,0,1,2,3,0,10,10306.3279625277,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
10,1,2,1,6,4,4,50,0,4,2,1,0,25,120000.0,2,0,2,1,5,0,3,2,2,4,4,0,0,0,0,0
5,1,1,1,5,3,3,41,1,5,2,4,0,35,23292.9146721224,1,0,1,1,15,0,2,1,4,3,4,0,0,0,0,0
5,2,2,1,6,2,3,27,1,2,2,2,0,40,26975.7844066876,2,0,1,1,0,0,1,2,3,1,4,0,0,0,0,0
9,1,2,1,6,4,4,38,1,5,2,4,0,15,11024.1315200362,1,0,1,1,8,2,2,2,1,4,3,0,0,0,0,1
5,1,2,2,2,2,3,37,1,4,2,4,0,17,13725.376329393,2,0,1,1,5,0,2,1,2,1,4,0,0,0,0,0
6,1,2,1,5,2,3,63,0,3,2,2,0,25,14771.5737808708,2,0,1,1,0,0,3,2,4,1,4,0,0,0,0,0
8,1,2,1,3,2,3,63,1,5,2,1,0,10,25064.2350426032,2,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
6,2,3,1,3,2,4,22,1,2,2,4,0,7,14952.19426315,3,0,2,1,5,0,2,3,2,1,4,0,0,0,0,0
8,1,2,1,5,1,3,59,1,3,2,4,0,12,17041.8399864958,3,0,2,1,4,3,2,2,1,1,2,0,0,0,0,0
7,1,4,1,4,1,2,36,0,3,2,3,0,10,5389.96322293307,3,1,1,1,2,0,2,2,4,1,4,0,0,0,0,0
8,1,2,1,7,5,4,69,0,3,2,2,0,60,9249.18719944818,2,0,1,1,7,0,2,2,3,3,2,0,0,0,0,0
11,1,1,1,6,4,4,33,0,4,2,4,0,40,13534.4549697011,2,0,1,1,7,0,3,1,3,1,2,0,1,0,0,0
8,1,4,2,2,2,4,49,0,3,2,1,0,15,30619.6502844052,2,0,2,1,0,0,2,2,4,2,4,0,0,0,0,0
7,1,1,1,5,5,5,62,0,2,2,3,0,25,14638.4222006662,1,0,1,1,0,0,1,1,2,1,2,0,0,0,0,0
9,1,4,1,3,4,3,26,0,4,2,4,0,40,20369.3385169341,4,0,3,1,9,0,3,4,4,1,4,0,0,0,0,0
11,1,4,1,5,4,4,37,0,4,2,4,0,40,11034.1165098165,2,2,1,1,5,0,3,2,4,4,4,0,0,0,0,0
5,1,4,2,1,2,3,38,1,4,2,2,0,40,10670.0975190735,4,0,1,2,4,0,3,2,4,1,4,0,0,0,0,0
6,1,2,2,1,1,1,60,1,2,2,2,0,15,16784.7089122577,3,0,2,1,0,0,2,2,4,4,4,0,0,0,0,0
6,2,1,1,5,5,5,30,0,5,2,4,0,13,13271.5162305443,1,0,1,1,0,0,1,1,2,3,4,0,0,0,0,0
7,1,1,1,6,2,3,55,0,5,2,3,0,8,5987.7950032138,1,0,1,1,4,0,2,1,4,1,3,0,0,0,0,0
6,1,1,1,6,2,4,46,0,4,1,4,0,70,7084.58214941676,1,0,1,1,0,1,2,1,1,4,4,0,0,0,0,0
8,2,2,1,7,3,4,32,1,4,2,1,0,15,16327.9688784756,2,0,1,2,28,0,3,2,2,4,3,0,0,0,0,0
6,2,1,1,6,4,3,69,0,5,2,4,0,35,6760.33269848252,1,0,1,2,4,0,2,1,3,3,2,0,0,0,0,0
7,1,2,2,2,4,4,59,1,3,2,2,0,20,8518.6574519976,2,0,2,1,10,0,3,2,2,1,2,0,0,0,0,0
10,1,1,1,4,2,2,48,0,4,2,4,0,13,13939.8238122331,1,0,1,1,2,0,2,1,4,2,4,0,0,0,0,0
6,1,2,2,1,3,2,62,1,4,2,4,0,10,9418.66537991808,3,0,2,2,30,0,2,2,4,1,4,0,0,0,0,0
11,1,3,1,6,2,2,55,0,3,2,4,0,20,3470.71488392046,4,0,1,1,7,0,3,3,3,4,4,0,0,0,0,0
7,2,1,1,5,2,3,54,1,3,2,4,0,10,15878.2134765585,1,0,1,1,5,0,2,1,3,3,2,0,0,0,0,0
5,1,1,1,4,1,1,66,1,2,2,1,0,3,7735.08671929859,1,0,1,1,0,0,2,1,4,4,4,0,0,0,0,0
8,1,3,2,2,5,5,57,0,2,2,1,0,10,15053.7553037421,3,0,2,1,0,0,2,3,4,4,4,0,0,0,0,0
7,2,2,1,6,3,2,32,0,5,2,4,0,90,9923.89885101491,1,0,1,1,14,0,1,2,3,4,4,0,1,0,0,0
11,1,2,1,6,4,4,60,0,5,2,4,0,15,11837.2555248139,3,0,1,1,4,1,3,2,4,3,4,0,0,0,0,0
8,2,1,1,5,4,3,50,0,4,2,4,0,12,1467.0,3,0,1,1,20,0,2,1,2,4,2,0,0,0,0,0
10,1,2,1,6,5,4,35,0,2,2,1,0,20,3984.32915949771,2,0,2,2,7,0,3,2,2,1,2,0,1,0,0,0
9,1,3,2,2,3,3,54,1,5,2,4,0,15,7387.61952811591,2,0,1,1,10,0,2,2,2,3,4,0,0,0,0,0
11,1,2,1,6,5,5,64,0,4,2,1,0,15,13765.4340831245,2,0,1,1,1,0,3,2,3,2,4,0,0,0,0,0
10,1,2,2,1,5,5,65,0,3,2,3,0,40,55876.6230296799,3,0,1,2,0,0,2,2,2,4,4,0,0,0,0,0
10,2,2,1,6,5,3,24,1,4,2,4,0,10,6946.31202979631,2,0,1,1,4,0,2,2,2,3,2,0,0,0,0,0
8,2,1,1,8,4,2,32,1,4,2,4,0,60,4024.88386100074,1,0,1,1,40,0,1,1,3,1,2,1,0,0,0,0
8,1,5,2,3,3,3,43,0,4,2,4,0,40,14717.5337707662,2,1,1,1,0,3,2,2,4,1,4,0,0,0,0,0
9,2,3,1,5,5,2,35,1,5,2,4,0,35,14748.7862431562,2,1,2,1,3,0,1,2,2,3,4,0,0,0,0,0
7,1,1,1,4,2,2,58,0,5,2,4,0,6,2356.30098755476,1,0,1,1,5,2,2,1,3,3,3,0,0,0,0,0
6,1,2,1,7,1,2,60,0,4,2,4,0,65,1704.19501876005,2,0,1,1,10,0,2,2,1,4,4,0,1,0,0,0
1,2,1,1,6,2,3,57,0,5,2,1,0,35,15210.9357935183,1,0,1,1,2,0,2,1,3,4,4,1,0,0,0,0
1,1,4,1,6,2,3,25,0,3,2,1,0,5,9994.4604918546,4,0,5,2,0,0,1,4,4,1,4,0,0,0,0,0
9,1,2,1,3,3,2,54,1,4,1,1,0,15,10324.5003365109,2,0,1,1,4,0,2,2,2,4,4,0,0,0,0,0
11,1,5,1,3,2,4,47,1,5,2,4,0,15,8610.57139442193,2,0,2,1,3,0,2,2,4,4,4,0,0,0,0,0
11,1,4,1,5,4,4,43,1,4,2,4,0,3,17600.0717018142,2,0,2,1,7,0,2,2,3,3,4,0,0,0,0,0
9,1,1,1,3,2,3,40,0,3,2,3,0,25,8112.6451561292,2,0,1,1,7,1,3,1,2,3,4,0,0,0,0,0
6,1,5,1,7,3,3,63,0,3,2,1,0,50,13070.7467197293,4,0,2,2,20,0,1,5,2,1,4,0,1,0,0,0
10,1,2,1,4,2,2,49,1,2,2,4,0,15,16309.8223027813,2,0,2,1,3,0,3,2,4,1,4,0,0,0,0,0
6,1,2,2,2,2,1,40,1,3,1,4,0,17,8973.8539372853,2,0,1,2,1,0,2,1,2,1,4,0,0,0,0,0
8,1,2,1,6,1,3,61,0,3,2,4,0,10,9578.19966689728,3,0,1,1,0,0,2,2,4,1,4,0,0,0,0,0
8,1,5,1,5,5,4,19,0,2,2,1,0,10,6468.85707282516,4,0,3,2,0,0,1,4,3,3,4,0,0,0,0,0
10,1,2,1,4,2,4,54,1,4,2,1,0,5,11633.5776743396,2,0,2,1,5,0,3,2,3,3,3,0,0,0,0,0
7,1,2,1,6,4,3,32,1,4,2,4,0,15,23322.6869049286,2,0,1,1,2,0,2,2,3,3,4,0,0,0,0,0
7,1,2,2,2,1,2,53,1,3,2,3,0,5,5302.63819068888,4,0,1,1,25,0,3,2,4,3,3,0,0,0,0,0
8,1,2,2,2,2,3,54,1,4,2,4,0,38,26949.5936913311,2,0,2,1,0,0,2,2,4,4,4,0,0,0,0,0
7,1,2,1,6,3,2,28,0,3,2,1,0,28,13988.5310518768,2,0,2,1,1,0,2,2,3,3,4,0,0,0,0,0
10,1,4,1,4,4,4,40,1,5,2,4,0,15,29925.387764377,2,0,1,1,3,0,2,2,4,3,4,0,0,0,0,0
5,2,2,1,6,4,4,23,1,4,2,4,0,30,15655.0916956906,1,0,7,1,3,0,2,2,4,4,4,0,0,0,0,0
